	S001	S002	S003	S004	S005	S006	S007	S008	S009	S011	S012	S013	S014	S015	S016	S017	S018	S020	S021	S022	S023	S024	S025	S026	S028	S029	S030	S031	S032	S033	S034	S035	S036	S037	S038	S039	S040	S041	S045	S046	S047	S048	S049	S050	S051	S052	S053	S054	S055	S056	S057	S058	S059	S061	S062	S063	S064	S065	S066	S067	S068	S069	S070	S071	S072	S073	S074	S075	S076	S079	S080	S081	S082	S083	S084	S085	S086	S087	S088	S089	S090	S091	S092	S093	S094	S095	S096	S097	S098	S099	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S175	S176	S179	S180	S181	S182	S183	S184	S185	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S204	S205	S206	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S229	S230	S231	S233	S234	S235	S236	S237	S238	S239	S240	S241	S242	S243	S244	S245	S246	S247	S248	S250	S251	S252	S253	S254	S255	S256	S257	S258	S259	S260	S261	S262	S263	S264	S265	S267	S268	S269	S270	S271	S272	S273	S274	S275	S276	S277	S278	S279	S280	S281	S282	S283	S284	S285	S289	S290	S291	S292	S293	S294	S295	S296	S297	S298	S299	S300	S301	S302	S303	S304	S305	S306	S307	S309	S310	S311	S313	S314	S315	S316	S317	S318	S319	S320	S321	S322	S323	S324	S325	S326	S328	S329	S330	S331	S332	S333	S334	S335	S337	S338	S340	S341	S343	S344	S345	S346	S347	S348	S349	S350	S351	S352	S353	S354	S355	S356	S357	S358	S359	S360	S361	S362	S363	S364	S365	S366	S367	S368	S369	S370	S371	S372	S373	S375	S376	S377	S378	S379	S380	S381	S382	S383	S384	S385	S387	S388	S389	S390	S391	S392	S394	S395	S396	S397	S398	S399	S400
pc1	0.0130	0.0142	0.0451	0.0244	0.0170	0.0176	0.0162	0.0231	0.0254	-0.1260	0.0134	-0.1141	0.0163	0.0077	0.0299	0.0252	0.0234	0.0200	0.0240	0.0215	0.0263	0.0234	0.0327	0.0145	0.0188	0.0287	-0.0537	0.0172	0.0263	0.0089	0.0374	0.0342	-0.0270	0.0110	0.0154	0.0163	0.0222	0.0333	0.0258	-0.1107	0.0198	0.0188	0.0257	-0.1236	0.0393	0.0209	0.0281	0.0246	-0.1266	0.0272	0.0187	0.0189	0.0195	0.0305	0.0145	0.0219	0.0171	0.0277	0.0204	0.0305	0.0308	-0.1197	0.0208	0.0286	0.0194	0.0136	0.0036	0.0372	0.0223	0.0118	-0.1055	0.0206	0.0344	0.0409	-0.1202	0.0111	0.0348	-0.1340	0.0223	-0.1014	0.0321	0.0335	0.0204	0.0227	-0.1269	0.0174	0.0214	-0.1095	0.0202	0.0257	-0.1109	0.0258	0.0399	0.0122	0.0153	-0.1291	0.0347	0.0195	0.0121	0.0186	0.0153	-0.1215	-0.0552	0.0232	0.0214	-0.1249	0.0217	0.0231	-0.0473	0.0151	0.0279	0.0195	0.0214	-0.1249	0.0218	0.0192	0.0259	0.0135	0.0212	-0.1238	0.0062	-0.1202	0.0353	0.0204	0.0196	-0.1195	0.0277	0.0333	0.0240	0.0268	0.0061	-0.1203	0.0173	-0.1322	0.0322	0.0144	0.0314	0.0260	0.0332	0.0142	0.0197	0.0222	0.0132	0.0172	0.0258	0.0154	0.0245	-0.1276	0.0187	0.0181	0.0293	-0.1303	0.0401	0.0118	0.0084	0.0456	0.0184	-0.1316	0.0133	0.0176	0.0219	0.0337	-0.1242	0.0174	0.0120	0.0194	-0.0489	0.0167	0.0289	0.0261	0.0161	0.0191	0.0239	0.0176	0.0182	-0.1300	0.0202	0.0409	-0.1261	0.0187	0.0130	0.0215	0.0160	-0.0999	0.0198	-0.1208	0.0198	0.0180	0.0164	0.0153	0.0217	0.0175	0.0289	0.0181	0.0402	0.0245	0.0228	0.0457	-0.0543	0.0179	0.0358	0.0168	-0.1177	0.0185	0.0287	0.0118	0.0173	0.0239	-0.0715	-0.1172	0.0311	0.0170	0.0102	0.0155	0.0372	-0.1210	0.0238	0.0215	0.0194	-0.1089	0.0244	0.0225	0.0205	0.0230	0.0411	0.0208	0.0226	0.0224	0.0253	0.0193	-0.1212	0.0146	0.0129	0.0141	0.0281	0.0156	0.0219	0.0110	0.0229	0.0096	0.0372	0.0208	0.0264	0.0133	0.0295	0.0401	-0.0574	0.0206	0.0178	0.0173	0.0225	-0.0511	0.0288	0.0093	0.0380	0.0213	-0.1258	0.0159	0.0202	0.0218	0.0396	0.0141	0.0193	0.0123	0.0244	0.0136	0.0341	0.0300	0.0241	0.0401	0.0416	0.0065	0.0179	-0.1227	0.0132	0.0167	0.0229	-0.1138	0.0205	-0.1325	0.0513	0.0184	0.0140	0.0149	0.0105	0.0191	0.0326	0.0242	0.0293	0.0195	0.0319	0.0184	0.0252	0.0218	0.0187	0.0207	0.0345	0.0259	0.0129	0.0150	0.0348	0.0223	0.0256	0.0286	0.0249	-0.0534	0.0183	-0.1219	0.0292	0.0292	0.0422	-0.1297	-0.1217	-0.0506	-0.1349	0.0164	-0.1320	0.0246	0.0272	0.0184	0.0193	0.0211	0.0202	0.0409	0.0149	0.0266	0.0167	0.0364	-0.0509	0.0211	0.0271	-0.1352	0.0062	0.0070	0.0162	-0.1273	0.0192	0.0265	-0.1109	-0.1185	0.0222	0.0178	-0.1164	-0.1230	0.0226	0.0399	0.0209	0.0203	0.0167	0.0062	0.0151	0.0371	0.0255	0.0306	0.0237	0.0410	0.0210	0.0281	0.0205	0.0343	0.0263	-0.1204	0.0313	0.0153	0.0180	0.0269	0.0187	0.0310	0.0156	-0.1239
pc2	0.0544	0.0306	-0.1002	0.0569	0.0477	0.0210	0.0155	-0.0082	0.0151	0.0258	0.0346	0.0163	0.0476	0.0551	0.0450	-0.0134	-0.0114	0.0205	0.0276	-0.0502	0.0021	0.0409	-0.1038	0.0451	0.0330	0.0556	0.0114	0.0312	-0.0049	0.0545	-0.0784	-0.0398	0.0260	0.0388	0.0592	0.0247	0.0519	-0.0710	-0.0338	0.0330	0.0432	0.0464	-0.0782	-0.0225	-0.0783	0.0563	0.0540	-0.0082	0.0356	-0.0621	0.0199	0.0298	-0.0211	-0.0379	0.0274	0.0441	0.0235	-0.0330	0.0329	-0.0470	-0.0649	0.0131	0.0451	-0.0018	0.0390	0.0413	0.0465	-0.0749	-0.0199	0.0226	-0.0794	0.0587	-0.0519	-0.0977	-0.1076	-0.0376	-0.0690	0.0213	0.0514	-0.1042	-0.0684	-0.0660	0.0366	-0.0044	0.0162	0.0321	0.0472	-0.0462	0.0374	0.0392	-0.0619	0.0117	-0.0559	0.0294	0.0142	0.0214	-0.1017	0.0359	0.0463	0.0079	0.0450	-0.0283	0.0106	0.0507	0.0109	0.0195	0.0332	0.0049	0.0389	0.0462	0.0208	0.0331	0.0437	0.0175	-0.0658	0.0200	-0.0556	0.0471	0.0502	0.0126	0.0431	-0.1078	-0.0685	0.0392	0.0269	-0.0630	0.0549	-0.0857	0.0508	0.0030	0.0422	-0.0839	0.0280	0.0061	-0.0981	0.0587	-0.0777	-0.0146	-0.0757	0.0360	0.0282	-0.0350	0.0610	0.0205	0.0449	0.0345	0.0576	0.0298	0.0460	0.0317	-0.0533	0.0300	-0.1288	0.0378	0.0536	-0.1056	0.0272	0.0102	0.0395	0.0551	0.0401	-0.0854	0.0031	0.0194	0.0169	0.0435	-0.0362	0.0614	-0.0968	-0.0300	-0.1068	0.0285	0.0517	0.0447	0.0442	0.0249	0.0456	-0.0663	-0.0197	0.0302	0.0344	0.0469	0.0296	-0.0411	0.0207	0.0164	0.0219	0.0428	0.0409	0.0488	-0.0085	0.0417	-0.0518	0.0223	-0.1151	-0.0492	0.0513	-0.1058	0.0054	-0.0215	-0.0655	0.0505	-0.0750	0.0387	0.0557	0.0490	0.0384	-0.0338	0.0315	-0.0921	-0.0627	0.0259	0.0348	0.0475	-0.0838	0.0094	-0.0164	-0.0466	0.0068	-0.0863	-0.0089	-0.0150	0.0500	0.0620	-0.0975	0.0392	-0.0554	-0.0151	-0.0214	0.0437	-0.0064	0.0104	0.0625	0.0291	-0.0486	0.0515	0.0431	0.0387	0.0509	0.0119	-0.0964	0.0026	-0.0585	0.0496	-0.0804	-0.1153	0.0156	0.0257	0.0484	0.0611	-0.0491	0.0144	0.0556	0.0453	-0.0782	0.0093	-0.0194	0.0294	-0.0196	0.0503	-0.1103	0.0223	0.0013	0.0492	0.0507	0.0366	-0.0909	-0.0305	0.0404	-0.1179	-0.1101	0.0331	0.0271	0.0214	0.0092	0.0342	0.0062	0.0050	0.0153	0.0044	-0.1451	0.0314	0.0506	0.0170	0.0426	0.0468	-0.0734	0.0364	-0.1271	0.0141	-0.0752	0.0460	0.0267	0.0418	0.0444	0.0356	-0.0521	-0.0425	0.0006	0.0591	-0.0676	0.0180	0.0326	-0.0373	0.0360	0.0066	0.0459	0.0351	-0.0531	-0.0409	-0.1363	0.0356	-0.0300	-0.0233	0.0127	0.0344	0.0260	0.0576	-0.0130	0.0012	0.0456	0.0131	0.0194	-0.1288	0.0442	0.0515	0.0413	-0.1095	-0.0329	0.0376	0.0509	0.0221	0.0430	0.0433	0.0314	0.0260	0.0290	-0.0014	-0.0781	-0.0179	-0.0124	0.0244	-0.0878	-0.0120	0.0626	-0.0704	-0.0262	0.0035	0.0517	0.0422	0.0589	-0.0765	-0.0121	-0.0749	-0.0248	-0.1113	-0.0218	0.0522	0.0413	-0.0468	0.0036	-0.0053	-0.1174	0.0453	0.0349	0.0572	0.0465	-0.0397	0.0362	-0.0178
pc3	0.0557	0.0774	-0.0666	-0.0837	-0.0360	0.0134	0.0496	-0.0175	-0.0059	-0.0318	0.0242	-0.0392	0.0478	0.0093	-0.1177	0.0346	0.0393	-0.0078	-0.0383	0.0426	-0.0677	-0.0458	0.0922	0.0496	0.0484	-0.1286	-0.0073	-0.0132	0.0171	0.0085	-0.0404	-0.0538	-0.0383	0.1079	0.0069	0.1016	-0.0414	-0.0058	0.0025	-0.0599	0.0344	-0.0341	-0.0394	-0.0762	0.0229	-0.0329	-0.1269	0.0162	-0.0198	-0.0113	0.0746	0.0277	0.0413	0.0215	0.0077	-0.0569	-0.0002	0.0092	0.0429	-0.0076	-0.0002	-0.0563	-0.0502	-0.0427	-0.0319	0.0646	0.0842	-0.0439	0.0836	0.1211	-0.0262	-0.0425	-0.0893	-0.0290	-0.0195	-0.0327	0.0122	-0.0005	-0.0422	0.0263	0.0427	-0.0069	-0.0269	0.0295	0.0433	-0.0109	-0.0339	0.0192	0.0065	-0.0616	-0.0380	0.0091	-0.0017	0.1000	0.0571	-0.0190	-0.0183	0.0100	0.0496	0.0846	0.0104	-0.0048	0.0180	-0.0459	-0.0256	0.0132	-0.0703	0.0012	-0.0378	0.0061	-0.0535	-0.0309	-0.0418	0.0118	-0.0455	0.0204	0.0265	0.0637	-0.0474	-0.0052	0.1201	-0.0200	-0.0368	0.0371	0.0015	-0.0390	-0.0939	-0.0253	-0.0482	-0.0234	0.0837	0.0696	0.0587	0.0307	0.0640	0.0001	-0.0016	-0.0326	-0.0096	0.0490	0.0152	0.0956	0.0065	0.0589	-0.0934	-0.0155	-0.0515	-0.0055	-0.0365	0.0311	0.0377	0.0207	0.0256	0.0778	0.0337	-0.1218	0.0223	0.0007	0.0562	-0.0318	-0.0276	0.0085	0.0475	0.0491	0.1167	0.0564	-0.0164	-0.0111	-0.0205	0.0080	0.0813	0.0357	-0.0598	-0.0342	0.0328	-0.0150	-0.0060	-0.1008	0.0098	0.0904	0.0588	-0.0378	-0.0005	-0.0181	-0.0252	-0.0648	0.0200	0.0354	0.0097	0.0105	0.0754	0.0077	0.0369	0.0172	-0.0209	0.0387	-0.0455	-0.1219	0.0544	0.1101	0.0114	0.0113	0.0034	-0.0437	-0.1316	0.0559	0.0173	0.0275	0.0248	-0.0369	-0.0071	0.0200	0.0979	-0.0565	-0.0568	-0.0886	0.0589	0.0133	0.0438	-0.0140	0.0350	0.0467	-0.0521	-0.0538	-0.0486	-0.0007	0.1396	-0.0630	0.0031	0.0565	-0.0107	0.0753	0.0055	0.0721	0.0007	0.0123	-0.0419	0.1081	-0.0448	0.1204	0.0121	0.0026	0.0741	0.0404	0.0350	-0.0410	-0.0279	-0.0305	-0.0373	-0.0113	0.0288	-0.0460	-0.1323	0.0608	0.0054	0.0244	0.0091	-0.0003	0.0263	-0.0516	-0.0491	0.1088	0.0189	0.0417	-0.0457	-0.0247	0.0121	-0.0395	-0.0550	-0.0444	-0.0185	0.1276	-0.0025	-0.0345	0.0911	0.0165	0.0368	-0.0272	0.0379	0.1087	-0.0745	0.0062	-0.0001	0.0775	0.0158	0.0056	-0.0384	-0.0253	0.0739	-0.0211	0.0170	-0.0376	-0.0583	-0.0526	-0.0629	-0.0329	-0.0894	0.0350	0.1299	-0.0040	-0.0767	0.0261	-0.0734	-0.0694	-0.0430	-0.0188	-0.0080	-0.0765	0.0377	-0.0725	-0.0068	0.0207	-0.0685	0.0940	0.0420	0.0723	-0.0172	-0.0516	0.0118	0.0027	0.0071	0.0266	-0.0109	-0.0313	-0.0338	-0.0994	-0.0128	-0.0091	0.0157	0.0157	-0.0937	0.0762	0.1202	-0.0221	0.0256	-0.0117	0.0046	-0.0248	-0.0167	-0.0571	0.0561	-0.0320	0.0695	-0.0520	-0.0518	-0.0613	0.0325	0.0378	0.0107	-0.0198	0.0062	-0.0554	-0.0265	0.0345	-0.0160	0.0009	0.0746	-0.1104	0.0012	-0.0350	-0.0153	-0.0431	0.0780	0.0147	-0.0384	-0.1082	0.0071	-0.0644	0.0420	-0.0133
factor1	0.030873	0.014141999999999998	0.032737	0.037712	0.027451999999999997	0.013737000000000001	0.040766000000000004	0.021597	0.007387	0.021071	0.023169	0.029394	0.027675	0.020349000000000003	0.030614	0.029997000000000003	0.008081	0.024891	0.006425	0.017064	-0.0037229999999999997	0.011162	0.034808	0.012081999999999999	0.013253000000000001	0.004104	0.000192	-0.020945	-0.010969	0.044547	0.023226	0.040498	0.017266	0.050699	0.043448	0.048688	0.040905000000000004	0.006926000000000001	0.023412	0.014998	0.037772	0.023642	0.026105	0.049411000000000004	0.041491	0.045007	0.020159	0.025702	0.024362	0.05061	0.043181	0.038194	0.049693	0.037427999999999996	0.000582	0.050829	0.034136	0.030031	0.050912	0.041921	0.014803	0.037877	0.046604	0.0031100000000000004	0.001946	0.022883	0.035657999999999995	0.036841000000000006	0.035388	0.022555000000000002	0.024856	0.026577999999999997	0.036787	0.039004000000000004	0.029833999999999996	0.022327	0.032534	0.039257	0.038045999999999996	0.034285	0.03829	0.039616000000000005	0.024114	0.015462	0.027533999999999996	0.015906	0.031002	0.028961	0.037611	0.040639999999999996	0.03753	0.038812	0.047124	0.031370999999999996	0.036693	0.048888	0.030288	0.026728	0.050405	0.036601	0.034807	0.055053	0.036818000000000004	0.015815	0.016521	0.020375	0.017847	0.012339	0.017172	0.019929	0.023953	-0.006973	-0.014591999999999999	0.001113	-0.004954	0.000321	-0.006255	-0.001217	-0.009581999999999999	0.00328	0.009274	0.017490000000000002	0.007928	0.005229999999999999	0.001703	0.00043499999999999995	-0.022633	0.011283	0.008669	-0.00838	-0.0013830000000000001	-0.002497	0.006848000000000001	0.007359999999999999	-0.00103	-0.008362	0.02284	-0.001111	0.001477	-0.001189	-0.010835	-0.001102	0.004085	-0.005738	0.0066040000000000005	-0.0060149999999999995	-0.017152	-0.014591	-0.01056	-0.000528	-0.005821	0.0014269999999999999	-0.000898	0.006821	-0.019395	-0.009146	-0.0033979999999999995	-0.013102	-0.0179	-0.01963	-0.005698	-0.014047	-0.00701	-0.014995	0.0010140000000000001	0.009236	-0.009026000000000001	-0.013459	-0.007369	-0.012324	0.007790000000000001	-0.001667	0.012819999999999998	0.002925	-0.020168000000000002	0.008471	-0.031349	-0.008643999999999999	-0.00604	-0.020234000000000002	0.001539	-0.027854000000000004	-0.039215	-0.023976	-0.008407	-0.021879	-0.008609	0.00058	0.005194	-0.004275999999999999	-0.017061	-0.000807	-0.022634	-0.027821	0.000583	-0.005884	0.013129	0.010626	-0.01287	-0.025096	-0.043511	-0.038361	0.004096	-0.008182	-0.005179	-0.001805	-0.028964999999999998	-0.03447	-0.023526	-0.02358	0.011278	-0.006423000000000001	0.002462	0.0019030000000000002	-0.019915000000000002	-0.02563	-0.014346000000000001	0.008278	0.015315	0.011301	0.012498	-0.013080000000000001	-0.018688	-0.041247000000000006	-0.017611	0.011278	-0.0057280000000000005	0.013715	0.014981999999999999	-0.014552	-0.031516	-0.013618	0.018071	-0.005268999999999999	-0.004785	-0.01296	-0.007801000000000001	-0.0057	0.0015949999999999998	0.007809	-0.010637	-0.005529999999999999	0.005967	-0.000633	0.012984	-0.001629	0.0074329999999999995	-0.009609	-9e-06	-0.005739	-0.0012490000000000001	0.005031	-0.011687999999999999	-0.009337999999999999	0.006135	-0.0063100000000000005	-0.004945000000000001	-0.007679999999999999	0.00588	0.007004000000000001	-0.016681	0.015916	-0.013652000000000001	0.006115	0.008246999999999999	-0.010491	-0.01577	0.001187	-0.007525	0.003863	0.013877	-0.008839	0.015722999999999997	0.014161000000000002	0.001565	0.010877	0.006512	0.009108	0.0020210000000000002	0.01248	0.024006	0.003486	-0.02955	-0.02955	-0.028731	-0.0292	-0.033282	-0.039221	-0.036563	-0.038818	-0.031097000000000003	-0.024781	-0.023869	-0.027332	-0.046807999999999995	-0.023833	-0.040407	0.021190999999999998	-0.048489	-0.037298000000000005	-0.032004000000000005	-0.044728	-0.029301999999999998	-0.032994	-0.027882999999999998	-0.032533	-0.040545	0.012613	0.024002000000000002	0.0077870000000000005	0.022163	0.019021	0.016939	0.009299	0.025416	0.005603	0.007677	0.013166999999999998	0.003757	0.019753	-0.0008560000000000001	0.01546	0.004306	0.011504	0.010879	-0.005808	-0.001004	0.000627	0.012263	-0.013512999999999999	-0.027023000000000002	-0.036936000000000004	-0.040299	-0.038325	-0.037745999999999995	-0.045395	-0.043656	-0.04947	0.009845999999999999	-0.046310000000000004	-0.035448	-0.046997000000000004	-0.044181	-0.044111000000000004	-0.041272	-0.051485	-0.051142	-0.040174	-0.043209	-0.035529000000000005	-0.055268	-0.037709	-0.051814	-0.044863	-0.050033999999999995	-0.052159000000000004	-0.059432000000000006	-0.048035	-0.043894999999999997	-0.04406	-0.048438	-0.049283	-0.053599	-0.052601999999999996	-0.050167	-0.044794	-0.059039999999999995	-0.051923000000000004	-0.057802	-0.059364
factor2	0.026931999999999998	0.031516	-0.016302	-0.008608	0.028863999999999997	0.031093	-0.004896	0.020641	0.0354	-0.016980000000000002	0.019527000000000003	-0.011358	-0.018985	0.027731	-0.017908	-0.005966	-0.010614	-0.020944	0.041455	0.003989	0.012836000000000002	0.036637	0.019366	0.015332	0.018755	0.023861	0.036275999999999996	0.018684	0.013383	-0.011112	0.006742000000000001	-0.039548	-0.036266	-0.036277	-0.044555000000000004	-0.019326	-0.005561	0.013062	0.01433	-0.006286	-0.015082	0.04475	0.029439	0.008594	0.046033	0.030625	0.022994	-0.008872	0.007131	0.024628	0.030456999999999998	0.010546	0.012152	0.017086	0.003314	0.000106	0.019691	0.025533	0.016242	0.033145	0.035536	0.014908000000000001	0.004504	-0.032283	0.039746	0.033038	0.019726	0.028716000000000002	0.027964999999999997	-0.027004000000000004	0.023161	0.008722	-0.000335	0.023918000000000002	0.028480000000000002	0.025445	0.024018	0.029684	0.001146	0.013458000000000001	0.017186	0.019506	0.011752	0.043942	0.015366	0.009956999999999999	-0.001995	-0.000124	-0.0014269999999999999	0.017044	0.030506000000000002	-0.008905	-0.0018	0.003981	0.033268	0.013656	0.024062	0.034039	-0.011518	0.007108	0.013616	-0.011253	0.027462	0.0024	0.003425	0.013393	-0.018207	0.007215999999999999	0.023046	-0.00162	0.0068909999999999996	0.02855	0.02845	0.037857999999999996	-0.014874	-0.014436000000000001	-0.023327	0.00098	-0.026202999999999997	0.0041530000000000004	-0.0057740000000000005	-0.002092	0.000266	-0.009895000000000001	0.001416	0.011137000000000001	0.056161	-0.013718000000000001	0.002732	0.031827	-0.002614	-0.017314	-0.010865000000000001	0.032464	0.019141	0.006273	0.036292000000000005	0.018713	-0.005759	-0.021363999999999998	0.001009	0.026437000000000002	-0.015815	0.009056999999999999	0.009477	0.007254000000000001	0.0078049999999999994	-0.009728	-0.014456	0.024319	0.018702	0.022006	0.034341	-0.011714	0.016263	0.021544	0.02426	0.023191999999999997	0.001152	0.029060000000000002	0.017318	0.005794	0.000376	0.012221	-0.000831	0.001715	-0.019295	0.036032999999999996	0.004339	0.028685000000000002	0.002194	0.009144	0.012865999999999999	0.006206000000000001	0.031604	0.014559	0.022502	0.011665	-0.004881	-0.000993	0.026577999999999997	0.037741000000000004	0.077413	0.02738	0.015881	0.036104000000000004	0.0414	0.022856	-0.011162	0.020306	0.056704	0.016944	0.018471	0.031063	-0.009517	-0.001058	0.026416000000000002	0.029071	0.014422999999999998	0.029237	0.041826	0.040296	0.018432	-0.000889	-0.014619	0.006594	0.019597	0.033254	0.024963	0.022539	0.010418	0.012815	0.010154999999999999	0.022008	0.023678	0.025883	0.007384999999999999	0.029271	0.022244	0.01687	-0.023880000000000002	-0.020592	-0.024859	0.026082	-0.005509	-0.015898	-0.036314	-0.026126999999999997	-0.005176	0.001344	-9e-05	-0.017803	-0.042718	-0.011051	0.002919	0.014778999999999999	-0.013112	-0.005155	0.005786	-0.07246	-0.016485	-0.020663	-0.008053	0.020217	-0.028176	0.006931999999999999	-0.011146	0.009488	0.005755	-0.010669	-0.016962	-0.020338	0.005093	-0.039387	-0.022938999999999998	0.016796000000000002	0.019225	0.002562	-0.024647	-0.023937	0.000346	-0.024391999999999997	-0.060328	-0.021528	-0.010731999999999998	-0.046262	-0.002876	-0.019417	0.00064	-0.013549	-0.009599	0.020637	-0.038152	-0.030676	-0.017654	-0.034026999999999995	-0.024665	-0.025788	-0.0027600000000000003	0.017459	0.005051	-0.006224	-0.007233	0.012809000000000001	-0.023364	0.000735	0.025555	0.020105	-0.016645	0.005884	-0.003665	-0.031327999999999995	-0.014981	-0.036971	0.012785	0.005116	-0.006295	-0.064776	0.025624	-0.016986	-0.009487	0.0027	-0.024914	-0.005076	-0.014646000000000001	0.002184	-0.022251	-0.063098	-0.073716	-0.045478	-0.078794	-0.062436	-0.042435	-0.059489	-0.061109000000000004	-0.064631	-0.071064	-0.063323	-0.058974	-0.058436	-0.042123	-0.072797	-0.058633000000000005	-0.060886	-0.063449	-0.030667000000000003	-0.062889	-0.064089	-0.066927	-0.029476	-0.052117	-0.025769	-0.021873	0.004351	0.005251	0.008103	-0.004529999999999999	0.002251	-0.033061	0.0029980000000000002	0.004376	0.007597	-0.013719	-0.013189	-0.006817	0.011307	0.010776	-0.015437000000000001	-0.01099	-0.040019	0.021869	-0.020218	-0.022987999999999998	-0.024166	-0.0071730000000000006	0.002581	-0.005177	0.010409999999999999	-0.0033740000000000003	0.001831	-0.023175	-0.018279	0.003195	0.001565	-0.013549	-0.032505	0.010196	0.003914	0.013345	-0.016578
